price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,year,day
719000.0,4,2.5,2570,7173,2.0,0,0,3,8,0,2005,0,98052,47.7073,-122.11,2630,2015,0
580500.0,3,2.5,2320,3980,2.0,0,0,3,8,0,2003,0,98027,47.5391,-122.07,2580,2014,0
280000.0,2,1.5,1190,1265,3.0,0,0,3,7,0,2005,0,98133,47.7274,-122.357,1390,2014,0
687500.0,4,1.75,2330,5000,1.5,0,0,4,7,820,1929,0,98117,47.6823,-122.368,1460,2014,1
535000.0,3,1.0,1090,3000,1.5,0,0,4,8,0,1929,0,98117,47.6889,-122.375,1570,2014,0
322500.0,4,2.75,2060,6659,1.0,0,0,3,7,780,1981,0,98058,47.4276,-122.157,2020,2014,2
696000.0,3,2.5,2300,3060,1.5,0,0,3,8,790,1930,2002,98115,47.6827,-122.31,1590,2014,4
640000.0,4,2.0,2360,6000,2.0,0,0,4,8,0,1904,0,98107,47.6702,-122.362,1730,2014,1
240000.0,4,1.0,1220,8075,1.0,0,0,2,7,330,1969,0,98001,47.3341,-122.282,1290,2015,4
605000.0,4,2.5,2620,7553,2.0,0,0,3,8,0,1996,0,98056,47.5301,-122.18,2620,2014,4
625000.0,4,2.5,2570,5520,2.0,0,0,3,9,0,2000,0,98074,47.6145,-122.027,2470,2014,1
861990.0,5,2.75,3595,5639,2.0,0,0,3,9,0,2014,0,98053,47.6848,-122.016,3625,2014,0
685000.0,3,1.0,1570,2280,2.0,0,0,3,7,0,1922,0,98119,47.6413,-122.364,1580,2014,1
309000.0,3,1.0,1280,9656,1.0,0,0,4,6,360,1959,0,98058,47.4485,-122.175,1340,2014,1
210490.0,3,1.0,990,8528,1.0,0,0,3,6,0,1966,0,98023,47.3066,-122.371,1228,2015,2
785000.0,4,2.5,2290,13416,2.0,0,0,4,9,0,1981,0,98007,47.6194,-122.151,2680,2014,2
450000.0,3,1.75,1250,5963,1.0,0,0,4,7,0,1953,0,98115,47.6796,-122.301,970,2015,1
228000.0,3,1.0,1190,9199,1.0,0,0,3,7,0,1955,0,98148,47.4258,-122.322,1190,2014,1
600000.0,3,1.75,1410,4080,1.0,0,0,4,7,410,1950,0,98117,47.6808,-122.384,1410,2014,2
585000.0,2,1.75,1980,8550,1.0,0,0,3,7,990,1981,0,98117,47.6989,-122.369,1480,2015,3
920000.0,5,2.25,2730,6000,1.5,0,0,3,8,600,1927,0,98105,47.6571,-122.281,2730,2015,1
885000.0,4,2.5,2830,5000,2.0,0,0,3,9,0,1995,0,98105,47.6597,-122.29,1950,2014,0
292500.0,4,2.5,2250,4495,2.0,0,0,3,7,0,2008,0,98042,47.3663,-122.114,2250,2014,1
301000.0,3,2.5,2420,4750,2.0,0,0,3,8,0,2003,0,98042,47.3663,-122.122,2690,2015,1
951000.0,5,3.25,3250,14342,2.0,0,4,4,8,0,1968,0,98008,47.588,-122.116,2960,2014,2
430000.0,4,3.0,1850,9976,2.0,0,0,3,8,0,1991,0,98059,47.5059,-122.149,2270,2015,0
289000.0,3,1.75,1260,8400,1.0,0,0,3,7,0,1954,0,98148,47.4366,-122.335,1290,2014,3
505000.0,3,1.75,2519,8690,2.0,0,0,5,8,0,1973,0,98166,47.4428,-122.344,2500,2014,1
549000.0,3,1.75,1540,1044,3.0,0,0,3,8,0,2014,0,98115,47.6765,-122.32,1580,2014,6
425000.0,3,2.25,1660,6000,1.0,0,0,3,7,550,1979,0,98122,47.6113,-122.297,1440,2014,1
317625.0,3,2.75,2770,3809,1.5,0,0,5,7,1000,1925,0,98144,47.5747,-122.304,1440,2014,3
975000.0,4,2.5,2720,11049,2.0,0,0,3,10,0,1989,0,98004,47.5815,-122.192,2750,2014,1
287000.0,4,2.5,2240,4648,2.0,0,0,3,7,0,2005,0,98001,47.3378,-122.257,2221,2014,3
204000.0,3,1.0,1000,12070,1.0,0,0,4,7,0,1968,0,98042,47.3621,-122.11,1010,2014,0
325000.0,3,2.0,1260,5612,1.0,0,0,4,7,0,1972,0,98034,47.7362,-122.179,1640,2015,0
571000.0,4,2.0,2750,7807,1.5,0,0,5,7,500,1916,0,98125,47.7168,-122.287,1510,2014,1
360000.0,4,2.5,2380,5000,2.0,0,0,3,8,0,2005,0,98038,47.3608,-122.036,2420,2014,3
380000.0,4,1.75,1760,7300,1.0,0,0,3,7,880,1956,0,98008,47.6034,-122.125,1680,2014,0
480000.0,3,1.0,1040,5060,1.0,0,0,3,7,0,1941,0,98116,47.5636,-122.394,890,2015,0
410000.0,3,1.0,1410,5060,1.0,0,0,4,7,500,1956,0,98133,47.7073,-122.34,1130,2014,0
390000.0,3,2.5,2350,5100,2.0,0,0,3,8,0,2003,0,98038,47.3512,-122.008,2350,2014,1
360000.0,4,2.5,1900,5889,2.0,0,0,3,7,0,1992,0,98038,47.349,-122.031,1870,2014,0
355000.0,2,1.0,2020,6720,1.0,0,0,3,7,1010,1948,0,98118,47.5474,-122.291,1720,2014,1
356000.0,3,1.5,1680,8712,1.0,0,0,3,8,0,1964,0,98059,47.4811,-122.149,1850,2015,2
315000.0,3,1.0,960,6634,1.0,0,0,3,6,0,1952,0,98125,47.7264,-122.31,1570,2014,0
940000.0,3,1.5,2140,3600,2.0,0,0,3,9,240,1925,0,98119,47.6337,-122.365,2020,2014,4
305000.0,5,2.25,2660,8400,1.5,0,0,5,7,0,1961,0,98092,47.2909,-122.189,1590,2014,0
461000.0,3,3.25,2770,6278,2.0,0,0,3,9,790,2006,0,98056,47.5228,-122.199,1900,2014,2
215000.0,2,2.25,1610,2040,2.0,0,0,4,7,0,1979,0,98056,47.518,-122.194,1950,2014,0
335000.0,2,1.75,1030,1066,2.0,0,0,3,7,265,2006,0,98136,47.5394,-122.387,1030,2014,3
243500.0,4,2.5,1980,7403,2.0,0,0,3,7,0,1988,0,98023,47.2897,-122.372,1980,2014,3
1100000.0,5,2.75,3520,6353,2.0,0,0,4,10,0,2001,0,98199,47.6506,-122.391,2520,2015,2
153000.0,3,1.0,1200,10500,1.0,0,0,3,7,0,1962,0,98023,47.322,-122.351,1350,2015,3
430000.0,3,1.5,1580,5000,1.0,0,0,3,8,290,1939,0,98117,47.687,-122.386,1570,2014,4
700000.0,3,1.5,1580,5000,1.0,0,0,3,8,290,1939,0,98117,47.687,-122.386,1570,2014,1
905000.0,4,2.5,3300,10250,1.0,0,0,3,7,910,1946,1991,98040,47.5873,-122.249,1950,2014,0
247500.0,3,1.75,1960,15681,1.0,0,0,3,7,0,1967,0,98032,47.3576,-122.277,1750,2015,0
199000.0,4,1.5,1160,6400,1.0,0,0,4,7,0,1975,0,98023,47.3036,-122.378,1160,2014,4
850830.0,3,2.5,2070,13241,1.5,0,0,5,9,800,1910,0,98102,47.6415,-122.315,2200,2014,2
555000.0,3,2.0,1980,3478,1.5,0,0,4,7,540,1929,0,98117,47.6775,-122.372,1610,2014,0
1090000.0,3,2.5,2920,8113,2.0,0,0,3,8,0,1950,2010,98004,47.5814,-122.196,2370,2014,1
375000.0,3,2.5,2340,10005,1.0,0,0,4,8,880,1978,0,98058,47.4431,-122.133,2250,2015,3
460000.0,3,1.0,1670,4005,1.5,0,0,4,7,500,1939,0,98117,47.6878,-122.38,1240,2014,4
188500.0,2,1.75,1240,2493,1.0,0,0,4,8,0,1985,0,98198,47.3813,-122.322,1270,2014,2
470000.0,5,1.75,2030,12342,2.0,0,0,4,7,0,1942,0,98052,47.6417,-122.109,2500,2014,2
597750.0,4,2.5,2310,9624,2.0,0,0,3,8,0,1984,0,98027,47.5386,-122.053,1940,2014,4
570000.0,3,1.75,1260,3328,1.0,0,0,5,6,560,1905,0,98103,47.6823,-122.349,1380,2015,2
272500.0,3,1.75,1540,12600,1.0,0,0,4,7,380,1980,0,98038,47.3624,-122.031,1540,2014,1
329950.0,3,1.75,2080,5969,1.0,0,2,3,7,1000,1971,0,98108,47.5474,-122.295,2090,2014,0
480000.0,4,2.5,3230,16171,2.0,0,0,3,9,710,2001,0,98001,47.3183,-122.253,2640,2014,1
518500.0,3,3.5,1590,1102,3.0,0,0,3,8,0,2010,0,98103,47.6824,-122.347,1620,2014,3
205425.0,2,1.0,880,6780,1.0,0,0,4,6,0,1945,0,98178,47.5009,-122.248,1190,2014,0
171800.0,4,2.0,1570,9600,1.0,0,0,3,6,0,1950,0,98168,47.4965,-122.303,1880,2015,3
535000.0,4,1.0,1610,2982,1.5,0,0,4,7,0,1925,0,98144,47.587,-122.294,1610,2015,0
660000.0,3,2.5,2400,6474,1.0,0,2,3,8,840,1964,0,98177,47.7728,-122.386,2340,2015,4
391500.0,3,2.0,1450,9132,1.0,0,0,3,7,0,1987,0,98034,47.7288,-122.226,1580,2014,2
395000.0,2,1.0,770,6000,1.0,0,0,3,6,0,1953,0,98117,47.6999,-122.364,1710,2015,0
445000.0,4,1.75,2100,4400,1.5,0,0,5,7,380,1924,0,98118,47.5299,-122.266,1850,2014,1
770000.0,3,2.25,2910,10204,2.0,0,0,3,9,0,1990,0,98052,47.6897,-122.098,2700,2014,2
445000.0,3,2.25,2100,8201,1.0,0,2,3,8,480,1967,0,98178,47.5091,-122.244,2660,2014,3
260000.0,4,2.25,2160,8811,1.0,0,0,3,8,800,1978,0,98023,47.3129,-122.39,2090,2014,3
822500.0,5,3.5,2320,4960,2.0,0,0,5,7,600,1926,0,98103,47.6763,-122.352,1700,2014,4
212000.0,3,1.75,1060,7875,1.0,0,0,4,7,0,1986,0,98092,47.2761,-122.152,1420,2015,0
660500.0,4,2.25,2010,9603,1.0,0,0,3,8,570,1986,0,98027,47.5343,-122.054,2060,2015,1
675000.0,4,3.5,2140,2278,3.0,0,0,3,9,0,2005,0,98107,47.6734,-122.38,1540,2015,0
220000.0,4,1.75,2020,7840,1.0,0,0,3,7,1010,1968,0,98003,47.3309,-122.299,1750,2014,1
452000.0,4,2.25,2590,10002,1.0,0,0,4,8,1250,1968,0,98028,47.7689,-122.266,1550,2014,3
382500.0,2,1.0,1190,4440,1.0,0,0,3,6,0,1981,0,98125,47.7135,-122.287,1060,2014,0
519950.0,3,2.25,1170,1249,3.0,0,0,3,8,0,2014,0,98107,47.6722,-122.381,1350,2014,2
665000.0,2,1.0,1110,3200,1.0,0,0,3,7,0,1925,0,98119,47.6338,-122.358,1170,2014,4
527700.0,5,2.5,2820,9375,1.0,0,0,4,8,1270,1968,0,98006,47.5707,-122.128,2820,2014,1
205000.0,3,1.0,1610,8579,1.0,0,0,4,7,600,1962,0,98058,47.4563,-122.171,1610,2015,4
420000.0,3,1.0,1060,8097,1.0,0,0,4,7,120,1923,0,98133,47.7144,-122.351,1560,2015,2
500000.0,4,2.25,2030,8517,1.0,0,0,4,8,650,1961,0,98006,47.5495,-122.174,2230,2015,4
890000.0,4,1.0,2550,4000,2.0,0,0,3,8,180,1905,0,98109,47.6354,-122.353,2200,2014,2
511000.0,3,1.0,1430,3455,1.0,0,0,3,7,450,1947,0,98103,47.6873,-122.336,1450,2014,1
532170.0,3,2.0,1360,3090,2.0,0,0,3,8,0,1990,0,98103,47.6838,-122.353,1500,2014,2
560000.0,3,1.0,1110,5000,1.5,0,0,3,7,0,1947,0,98107,47.655,-122.359,1420,2015,3
282950.0,3,1.0,1250,8200,1.0,0,0,4,7,0,1954,0,98003,47.3255,-122.304,1680,2015,1
350000.0,1,1.0,700,5100,1.0,0,0,3,7,0,1942,0,98115,47.679,-122.3,1010,2014,4
215000.0,3,1.0,1180,7669,1.0,0,0,4,7,0,1967,0,98058,47.4479,-122.176,1190,2014,0
320000.0,4,2.75,2640,7500,1.0,0,0,3,8,1020,1967,0,98023,47.3135,-122.369,1980,2014,3
320000.0,4,1.75,1760,11180,1.0,0,0,4,8,0,1968,0,98059,47.4715,-122.118,1730,2014,4
255000.0,5,2.25,2060,8632,1.0,0,0,3,7,1030,1962,0,98146,47.4877,-122.335,1010,2014,2
438000.0,3,1.75,1780,9660,1.0,0,0,3,7,0,1962,0,98034,47.7171,-122.193,1200,2015,0
900000.0,3,2.5,3400,16603,2.0,0,0,3,10,0,2000,0,98075,47.6012,-122.023,3400,2015,2
441000.0,3,2.75,1910,7280,1.0,0,0,3,7,750,1979,0,98034,47.7319,-122.224,1710,2014,4
370000.0,3,1.75,1580,7000,1.0,0,0,3,7,400,1976,0,98034,47.7209,-122.168,1640,2014,0
269950.0,2,1.75,1340,7250,1.0,0,0,5,5,640,1949,0,98198,47.408,-122.327,1830,2015,3
807100.0,4,2.5,2680,4499,2.0,0,0,3,9,0,1999,0,98006,47.565,-122.125,2920,2015,1
653000.0,3,2.5,2680,9750,1.0,0,0,4,8,1070,1979,0,98034,47.7028,-122.231,2480,2014,3
371500.0,3,2.0,1370,8336,1.0,0,0,5,7,0,1964,0,98133,47.7458,-122.331,1770,2014,2
272000.0,3,1.75,2160,7140,1.0,0,0,4,7,490,1978,0,98023,47.3026,-122.374,1930,2015,4
313000.0,3,1.5,1340,7912,1.5,0,0,3,7,0,1955,0,98133,47.7658,-122.339,1480,2014,4
673000.0,4,2.25,2590,8190,2.0,0,0,4,8,0,1980,0,98006,47.5619,-122.125,2260,2014,0
425000.0,3,2.5,1120,1100,2.0,0,0,3,8,300,2008,0,98122,47.6106,-122.31,1590,2015,1
399950.0,5,2.75,1970,5400,1.0,0,0,3,7,650,1986,0,98144,47.5868,-122.308,1280,2014,2
385000.0,3,1.0,1220,4800,1.0,0,0,3,6,0,1901,0,98122,47.6101,-122.307,1200,2014,4
330000.0,2,1.0,1350,8220,1.0,0,0,3,7,290,1949,0,98177,47.7224,-122.358,1540,2015,2
260000.0,3,2.5,1670,5797,2.0,0,0,3,7,0,1988,0,98030,47.3505,-122.179,1670,2014,4
470000.0,4,3.0,2380,5125,1.5,0,0,4,7,700,1925,0,98126,47.5384,-122.376,1410,2015,1
589000.0,4,3.0,2440,9600,2.0,0,0,5,7,0,1961,0,98034,47.7044,-122.2,2290,2014,4
163500.0,2,1.5,1050,3419,2.0,0,0,3,7,0,1996,0,98038,47.3848,-122.039,1050,2014,2
835000.0,4,2.75,3130,13412,2.0,0,0,3,9,990,1993,0,98052,47.6993,-122.102,2260,2014,4
269000.0,4,1.75,1490,10000,1.0,0,0,4,8,390,1969,0,98023,47.3099,-122.379,2190,2015,2
560000.0,3,2.5,1900,8744,2.0,0,0,3,8,0,1987,0,98074,47.62,-122.043,2030,2014,0
615000.0,4,1.0,1330,2400,1.5,0,0,4,6,0,1901,0,98103,47.65,-122.34,1330,2015,5
585188.0,3,2.25,2230,10026,1.0,0,0,3,8,800,1975,0,98052,47.6647,-122.153,2230,2014,4
305000.0,3,1.75,1650,9480,1.0,0,0,3,7,430,1977,0,98034,47.726000000000006,-122.191,1540,2014,0
166950.0,3,1.0,1190,8820,1.0,0,0,3,6,0,1959,0,98058,47.4616,-122.184,1230,2014,2
799000.0,3,2.5,2140,9897,1.0,0,0,4,8,0,1959,0,98040,47.5505,-122.219,2680,2014,4
400000.0,3,2.5,2180,7508,1.0,0,0,4,7,760,1962,0,98133,47.7606,-122.336,1900,2014,2
230000.0,3,1.0,1060,10228,1.0,0,0,3,7,0,1948,0,98155,47.7481,-122.3,1570,2014,0
256883.0,3,2.5,1690,5025,2.0,0,0,3,8,0,2003,0,98023,47.2779,-122.347,2550,2014,3
423000.0,4,2.0,1970,6480,1.5,0,0,5,7,840,1920,0,98108,47.5511,-122.312,1500,2014,1
465000.0,3,2.5,2150,4084,2.0,0,0,3,8,0,2007,0,98126,47.5488,-122.372,1750,2014,2
210000.0,3,1.0,860,11725,1.0,0,0,4,6,0,1943,0,98056,47.5093,-122.184,1300,2015,2
297000.0,3,2.5,1940,14952,2.0,0,0,3,8,0,1994,0,98042,47.3777,-122.165,2030,2014,2
470000.0,3,1.0,1010,5000,1.0,0,0,3,7,0,1952,0,98107,47.675,-122.394,1680,2014,2
226500.0,3,1.5,1300,7370,1.0,0,0,4,7,400,1976,0,98023,47.3025,-122.37,1430,2014,0
274250.0,3,1.0,910,8450,1.0,0,0,4,6,0,1962,0,98059,47.4787,-122.158,1400,2015,1
840000.0,4,1.75,2480,11010,1.0,0,0,4,9,850,1966,0,98040,47.5378,-122.219,2770,2014,0
677900.0,3,2.5,2440,4587,2.0,0,0,3,8,0,2010,0,98052,47.7073,-122.114,2750,2014,4
425000.0,3,1.0,1010,5864,1.0,0,0,3,7,0,1915,0,98116,47.5733,-122.381,1290,2015,3
180250.0,2,0.75,900,9600,1.0,0,0,3,6,0,1941,0,98166,47.4604,-122.339,1250,2014,6
464000.0,6,3.0,2300,3404,2.0,0,0,3,7,700,1920,1994,98133,47.7067,-122.343,1560,2014,3
320000.0,4,2.25,1550,7579,2.0,0,0,3,8,0,1993,0,98038,47.354,-122.047,1630,2015,2
625504.0,3,2.25,1270,1566,2.0,0,0,3,8,210,2014,0,98105,47.6647,-122.284,1160,2014,3
592500.0,4,2.5,2240,12032,1.0,0,0,3,9,0,1983,0,98074,47.6143,-122.017,2520,2014,3
477000.0,4,2.75,1720,6270,2.0,0,0,3,8,0,1978,0,98118,47.5458,-122.268,2130,2014,1
280000.0,2,1.0,850,16400,1.0,0,0,3,6,0,1923,0,98168,47.4889,-122.299,1100,2015,3
445838.0,3,2.5,2250,5692,2.0,0,0,3,8,0,2000,0,98146,47.5133,-122.379,1320,2014,3
467000.0,2,1.5,1320,10800,1.0,0,0,4,8,0,1947,0,98177,47.7145,-122.367,2120,2014,3
686000.0,4,2.5,2760,6440,2.0,0,0,3,10,0,1999,0,98075,47.5836,-122.026,3070,2014,4
279950.0,3,2.0,1750,9750,1.0,0,0,3,7,400,1961,0,98198,47.398,-122.299,1900,2014,3
325000.0,3,2.25,2220,16020,1.0,0,0,4,8,440,1966,0,98030,47.3758,-122.217,2080,2014,3
328000.0,3,2.25,2020,8379,2.0,0,0,3,7,0,1994,0,98038,47.3828,-122.023,2020,2014,2
390000.0,3,2.25,1250,7500,1.0,0,0,5,7,0,1942,0,98146,47.5123,-122.373,1280,2014,2
479950.0,2,2.0,1510,6516,1.0,0,0,3,8,0,2005,0,98053,47.7076,-122.013,1640,2015,0
264950.0,4,2.25,1720,9753,1.0,0,0,4,7,600,1978,0,98023,47.2922,-122.371,1510,2014,3
235000.0,3,1.0,1430,15246,1.0,0,0,4,7,450,1961,0,98031,47.4075,-122.214,1960,2015,3
516500.0,3,2.5,1480,4729,2.0,0,0,3,7,0,2004,0,98053,47.6794,-122.034,2250,2015,1
655000.0,2,1.75,1450,15798,2.0,1,4,3,7,220,1915,1978,98166,47.4497,-122.375,2030,2015,0
500000.0,4,2.75,2280,15347,1.0,0,0,5,7,0,1960,0,98059,47.5218,-122.164,2280,2014,0
315000.0,6,2.75,2940,7350,1.0,0,0,3,8,1160,1978,0,98023,47.3103,-122.339,2120,2014,4
475000.0,3,1.5,2480,5280,1.5,0,0,5,7,860,1947,0,98108,47.5575,-122.303,2090,2014,1
410000.0,4,1.0,1970,4740,1.5,0,0,3,7,300,1904,2005,98122,47.6136,-122.303,1510,2015,4
225000.0,3,1.75,1430,8505,1.0,0,0,4,7,0,1968,0,98003,47.3173,-122.319,1190,2014,0
210000.0,2,1.0,830,6000,1.0,0,0,3,6,0,1940,0,98126,47.5308,-122.376,830,2014,2
455000.0,2,1.0,1430,5000,1.5,0,0,2,7,0,1925,0,98115,47.6727,-122.299,1450,2015,1
225000.0,3,1.0,1300,8316,1.0,0,0,4,6,0,1954,0,98002,47.3221,-122.216,1260,2015,0
480000.0,2,1.0,1030,3060,1.0,0,2,4,7,240,1918,0,98103,47.6779,-122.353,1390,2014,1
363000.0,3,2.5,2740,11872,2.0,0,0,3,9,0,1990,0,98023,47.3076,-122.395,2570,2015,3
181000.0,2,1.5,720,5120,1.0,0,0,3,6,0,1954,0,98106,47.5218,-122.357,1150,2015,3
250000.0,4,2.0,2010,7312,1.0,0,0,4,7,0,1976,0,98002,47.2785,-122.213,2010,2015,5
481000.0,3,1.75,1560,3000,1.0,0,0,4,6,790,1918,0,98103,47.6846,-122.345,1390,2015,2
260000.0,3,2.0,1810,7209,1.0,0,0,4,7,570,1978,0,98032,47.3656,-122.278,1750,2014,1
455000.0,4,2.5,3360,7685,2.0,0,0,3,9,0,2001,0,98058,47.4369,-122.111,3060,2014,1
349500.0,3,1.0,1400,3538,1.0,0,0,3,7,600,1953,0,98118,47.5405,-122.27,1620,2015,1
245000.0,3,2.5,1730,7442,2.0,0,0,3,7,0,1987,0,98030,47.3507,-122.178,1630,2014,0
592500.0,2,2.0,1420,9191,1.5,0,2,5,7,0,1928,0,98115,47.6979,-122.32,1420,2014,0
385000.0,4,1.75,2360,7620,1.0,0,0,4,7,1180,1955,0,98106,47.5278,-122.345,1910,2014,0
315000.0,3,1.75,1580,11455,1.0,0,0,4,7,380,1974,0,98059,47.4756,-122.147,1550,2015,2
693000.0,4,2.5,2460,4425,2.0,0,0,3,8,0,2006,0,98052,47.7048,-122.109,2990,2014,4
780000.0,3,1.0,1660,4400,1.5,0,0,3,8,200,1911,0,98112,47.6362,-122.302,1660,2014,1
237000.0,3,1.75,1270,8470,1.0,0,0,4,7,0,1960,0,98198,47.4207,-122.29,1600,2014,4
425000.0,2,1.0,770,5040,1.0,0,0,3,5,0,1930,0,98144,47.5964,-122.299,1330,2015,1
290000.0,4,2.5,1700,7280,2.0,0,0,4,7,0,1988,0,98031,47.4045,-122.171,1950,2014,0
285000.0,3,1.0,1120,10701,1.0,0,0,3,7,0,1954,0,98106,47.5544,-122.358,1130,2014,0
415000.0,2,1.0,1070,4500,1.0,0,0,3,7,0,1937,0,98115,47.6802,-122.29,1320,2014,3
272500.0,3,2.5,2070,9900,1.0,0,0,3,8,650,1979,0,98023,47.2988,-122.371,2070,2015,3
436000.0,2,1.0,1040,7538,1.0,0,0,4,7,0,1939,0,98133,47.7107,-122.352,1440,2015,4
210000.0,3,1.0,1700,11390,1.0,0,0,4,7,0,1967,0,98003,47.3271,-122.323,1350,2014,4
236000.0,3,1.0,1300,5898,1.0,0,0,3,7,0,1961,0,98178,47.5053,-122.255,1320,2014,3
331000.0,3,1.75,1080,1306,1.0,0,0,3,7,500,1954,2003,98199,47.6601,-122.4,1440,2014,0
365000.0,3,2.5,2653,4510,2.0,0,0,3,8,0,2006,0,98031,47.4145,-122.166,2653,2015,4
450000.0,3,2.0,2290,16258,1.0,0,0,5,8,0,1960,0,98058,47.4672,-122.165,1660,2015,1
405000.0,3,1.75,2390,6000,1.0,0,0,3,6,1150,1908,0,98118,47.5362,-122.268,2020,2015,1
304900.0,4,1.75,2600,11325,1.0,0,0,4,7,990,1969,0,98031,47.3954,-122.206,1720,2014,3
170000.0,2,1.0,860,5265,1.0,0,0,3,6,0,1931,0,98178,47.5048,-122.272,1650,2015,4
330000.0,3,3.0,2420,13959,1.0,0,0,4,8,680,1988,0,98028,47.7486,-122.23,2570,2015,4
370000.0,4,2.5,2720,8666,2.0,0,0,3,9,0,1992,0,98030,47.3846,-122.169,2410,2014,4
467000.0,5,2.25,2500,13500,1.0,0,0,3,7,650,1979,0,98072,47.7564,-122.144,2300,2014,4
405000.0,3,1.75,1670,6720,1.0,0,0,3,7,530,1980,0,98034,47.7198,-122.193,1670,2015,0
500000.0,2,1.0,1640,14100,1.0,0,0,4,7,500,1954,0,98006,47.5712,-122.143,1520,2014,1
389999.0,4,2.5,1890,15770,2.0,0,0,4,7,0,1968,0,98166,47.4281,-122.343,2410,2014,2
630000.0,4,1.75,2950,9025,1.0,0,2,4,8,1170,1975,0,98034,47.7128,-122.223,2120,2015,1
360000.0,4,2.5,2160,9528,2.0,0,0,3,9,0,1992,0,98001,47.3341,-122.255,2280,2014,2
580000.0,4,3.0,3280,11060,2.0,0,0,3,8,1010,1986,0,98056,47.5399,-122.181,2320,2014,3
550000.0,3,2.0,1970,4166,2.0,0,3,5,8,700,1929,0,98126,47.5717,-122.375,2390,2014,2
265000.0,3,2.0,1320,8959,1.0,0,0,3,7,0,1993,0,98042,47.3536,-122.144,1740,2014,4
446500.0,3,2.5,2650,7286,2.0,0,0,3,8,0,1990,0,98059,47.5084,-122.154,2400,2015,2
404000.0,3,1.5,2030,8880,1.0,0,0,3,7,700,1963,0,98108,47.5586,-122.311,2140,2014,0
267500.0,3,1.75,1590,11914,1.0,0,2,3,7,500,1957,0,98188,47.4427,-122.274,1630,2014,3
335000.0,3,2.5,2440,7632,2.0,0,0,3,8,0,1998,0,98003,47.3494,-122.301,2510,2014,0
576000.0,3,2.5,1940,9000,1.0,0,0,4,7,970,1948,0,98117,47.6933,-122.393,2190,2014,3
315000.0,3,2.25,2200,8750,1.0,0,0,4,7,1080,1964,0,98166,47.476000000000006,-122.337,1460,2015,3
725000.0,3,1.75,1920,3300,1.0,0,0,4,8,960,1913,0,98112,47.6239,-122.298,1740,2015,1
